00000000, ffffffff, 00000000, ffffffff, 0, 1, 00000000, ffffffff, 0, 1,                 3768                 1768
bd70687a, 428f9785, e7c3b6cf, 183c4930, 1, 0, a5341f4a, 5acbe0b5, 1, 0,               506246                 2478
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               508416                 2170
cf7baa9e, 30845561, fd28e4fa, 02d71b05, 1, 0, cca48f99, 335b7066, 1, 0,               510580                 2164
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               512713                 2133
16decb2d, e92134d2, 0b940917, f46bf6e8, 1, 0, 2272d445, dd8d2bba, 0, 1,               514963                 2250
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               517088                 2125
68d2abd1, 972d542e, 43779186, bc886e79, 0, 1, ac4a3d57, 53b5c2a8, 0, 1,               519314                 2226
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               521454                 2140
4c551998, b3aae667, 7a8c59f5, 8573a60a, 1, 0, c6e1738e, 391e8c71, 0, 1,               523529                 2075
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               525654                 2125
887a9610, 778569ef, 949a8a29, 6b6575d6, 1, 0, 1d15203a, e2eadfc5, 1, 0,               527944                 2290
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               530082                 2138
18c6f931, e73906ce, e2e574c5, 1d1a8b3a, 0, 1, fbac6df6, 04539209, 0, 1,               532742                 2660
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               534883                 2141
e87676d0, 1789892f, 25b27b4b, da4d84b4, 1, 0, 0e28f21c, f1d70de3, 1, 0,               537105                 2222
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               539253                 2148
9f82ec3f, 607d13c0, f622e6ec, 09dd1913, 0, 1, 95a5d32b, 6a5a2cd4, 1, 0,               541271                 2018
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               543396                 2125
4cb77d99, b3488266, 2758d14e, d8a72eb1, 0, 1, 74104ee7, 8befb118, 0, 1,               546090                 2694
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               548235                 2145
3bccb377, c4334c88, 549efda9, ab610256, 1, 0, 906bb121, 6f944ede, 0, 1,               550662                 2427
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               552843                 2181
f89beaf1, 0764150e, 070bb90e, f8f446f1, 0, 1, ffa7a3ff, 00585c00, 0, 1,               556412                 3569
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               558570                 2158
e8d6a2d1, 17295d2e, cfd6c09f, 30293f60, 0, 1, b8ad6370, 47529c8f, 1, 0,               560811                 2241
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               562938                 2127
fb80eaf7, 047f1508, 155a1d2a, eaa5e2d5, 1, 0, 10db0822, ef24f7dd, 1, 0,               565648                 2710
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               567816                 2168
daf214b5, 250deb4a, 4f75ff9e, b08a0061, 0, 1, 2a681453, d597ebac, 1, 0,               570720                 2904
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               572879                 2159
b15f7462, 4ea08b9d, bccfa879, 43305786, 0, 1, 6e2f1cdb, 91d0e324, 1, 0,               575078                 2199
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               577220                 2142
548eb7a9, ab714856, 652345ca, 9adcba35, 1, 0, b9b1fd74, 464e028b, 0, 1,               579851                 2631
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               581981                 2130
ab2c2a56, 54d3d5a9, 35a0c96b, ca5f3694, 1, 0, e0ccf3c2, 1f330c3d, 0, 1,               584458                 2477
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               586587                 2129
7960fbf2, 869f040d, 5b0bddb6, a4f42249, 0, 1, d46cd9a8, 2b932657, 0, 1,               588645                 2058
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               590799                 2154
17723f2e, e88dc0d1, 6216abc4, 9de9543b, 1, 0, 7988eaf3, 8677150c, 0, 1,               593009                 2210
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               595126                 2117
cfc7649f, 30389b60, 492fd392, b6d02c6d, 0, 1, 18f73831, e708c7ce, 1, 0,               597359                 2233
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               599504                 2145
e66148cc, 199eb733, 3fbb3b7f, c044c480, 0, 1, 261c844b, d9e37bb4, 1, 0,               601776                 2272
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               603911                 2135
b446fe68, 4bb90197, 7d6df5fa, 82920a05, 0, 1, 31b4f462, ce4b0b9d, 1, 0,               606141                 2230
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               608323                 2182
f54634ea, 0ab9cb15, 19452132, e6badecd, 1, 0, 0e8b561d, f174a9e2, 1, 0,               610578                 2255
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               612698                 2120
2cb6a959, d34956a6, 424fcd84, bdb0327b, 0, 1, 6f0676dd, 90f98922, 0, 1,               615360                 2662
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               617487                 2127
bc271278, 43d8ed87, 6543cfca, 9abc3035, 1, 0, 216ae243, de951dbc, 1, 0,               619730                 2243
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               621881                 2151
b8718070, 478e7f8f, d095a8a1, 2f6a575e, 0, 1, 89072911, 76f8d6ee, 1, 0,               624083                 2202
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               626225                 2142
f4fa04e9, 0b05fb16, fd8b6afb, 02749504, 1, 0, f2856fe5, 0d7a901a, 1, 0,               628474                 2249
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               630620                 2146
e0a83ec1, 1f57c13e, f78290ef, 087d6f10, 1, 0, d82acfb1, 27d5304e, 1, 0,               632839                 2219
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               634955                 2116
aeaf125d, 5150eda2, 1b60e536, e49f1ac9, 1, 0, ca0ff794, 35f0086b, 0, 1,               638247                 3292
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               640405                 2158
d7a998af, 28566750, c7e8568f, 3817a970, 1, 0, 9f91ef3f, 606e10c0, 1, 0,               642599                 2194
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               644714                 2115
e70518ce, 18fae731, 4465e788, bb9a1877, 0, 1, 2b6b0056, d494ffa9, 1, 0,               648055                 3341
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               650202                 2147
57b9a3af, a8465c50, 4df3819b, b20c7e64, 0, 1, a5ad254a, 5a52dab5, 0, 1,               652212                 2010
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               654348                 2136
4ce19799, b31e6866, 1444df28, ebbb20d7, 1, 0, 612676c2, 9ed9893d, 0, 1,               656367                 2019
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               658491                 2124
99d02633, 662fd9cc, 25b75f4b, da48a0b4, 0, 1, bf87857e, 40787a81, 0, 1,               660995                 2504
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               663131                 2136
e1a39cc3, 1e5c633c, 8f1cf61e, 70e309e1, 1, 0, 70c092e2, 8f3f6d1d, 1, 0,               666010                 2879
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               668174                 2164
9a560e34, 65a9f1cb, 7679fdec, 89860213, 0, 1, 10d00c20, ef2ff3df, 1, 0,               671507                 3333
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               673680                 2173
02a9a905, fd5656fa, 68ae1bd1, 9751e42e, 0, 1, 6b57c4d6, 94a83b29, 0, 1,               676095                 2415
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               678223                 2128
65b9c3cb, 9a463c34, a0c02441, 5f3fdbbe, 1, 0, 0679e80d, f98617f2, 1, 0,               680695                 2472
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               682808                 2113
a5027e4a, 5afd81b5, 6c44f9d8, 93bb0627, 1, 0, 11477823, eeb887dc, 1, 0,               685274                 2466
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               687419                 2145
c0728080, 3f8d7f7f, ab196256, 54e69da9, 1, 0, 6b8be2d7, 94741d28, 1, 0,               690071                 2652
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               692222                 2151
6c0115d8, 93feea27, f166fae2, 0e99051d, 0, 1, 5d6810ba, a297ef45, 1, 0,               695119                 2897
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               697264                 2145
9dcaca3b, 623535c4, 39ac0373, c653fc8c, 0, 1, d776cdae, 28893251, 0, 1,               699254                 1990
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               701369                 2115
702b69e0, 8fd4961f, 093e4d12, f6c1b2ed, 0, 1, 7969b6f2, 8696490d, 0, 1,               703778                 2409
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               705880                 2102
6e89b7dd, 91764822, 9c811239, 637eedc6, 1, 0, 0b0aca17, f4f535e8, 1, 0,               708384                 2504
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               710506                 2122
36bc696d, c9439692, d0c5dca1, 2f3a235e, 1, 0, 0782460f, f87db9f0, 1, 0,               712966                 2460
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               715103                 2137
cc535a98, 33aca567, 40905d81, bf6fa27e, 0, 1, 0ce3b819, f31c47e6, 1, 0,               717355                 2252
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               719482                 2127
32b0c965, cd4f369a, 13b55527, ec4aaad8, 1, 0, 46661e8d, b999e172, 0, 1,               721697                 2215
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               723847                 2150
585829b0, a7a7d64f, 8f8c6e1f, 707391e0, 0, 1, e7e497cf, 181b6830, 0, 1,               726546                 2699
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               728670                 2124
5f16efbe, a0e91041, 2c2d2358, d3d2dca7, 0, 1, 8b441316, 74bbece9, 0, 1,               731113                 2443
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               733239                 2126
3bab4f77, c454b088, 0a6e9314, f5916ceb, 0, 1, 4619e28b, b9e61d74, 0, 1,               735509                 2270
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               737620                 2111
c719c88e, 38e63771, cb227096, 34dd8f69, 1, 0, 923c3925, 6dc3c6da, 1, 0,               739874                 2254
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               742020                 2146
8558140a, 7aa7ebf5, 2ac2d555, d53d2aaa, 1, 0, b01ae960, 4fe5169f, 0, 1,               744682                 2662
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               746814                 2132
52feb3a5, ad014c5a, 158b2b2b, ea74d4d4, 1, 0, 6889ded1, 9776212e, 0, 1,               749089                 2275
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               751209                 2120
160e412c, e9f1bed3, 56b403ad, a94bfc52, 1, 0, 6cc244da, 933dbb25, 0, 1,               753405                 2196
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               755523                 2118
a20e5444, 5df1abbb, 4249ff84, bdb6007b, 1, 0, e45853c9, 1ba7ac36, 0, 1,               758010                 2487
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               760153                 2143
d2fd76a5, 2d02895a, f3d7a6e7, 0c285918, 1, 0, c6d51d8d, 392ae272, 1, 0,               762158                 2005
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               764305                 2147
48208390, b7df7c6f, a4da5649, 5b25a9b6, 1, 0, ecfad9da, 13052625, 0, 1,               766958                 2653
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               769093                 2135
e93790d2, 16c86f2d, 64ba0fc9, 9b45f036, 1, 0, 4df1a09c, b20e5f63, 1, 0,               771787                 2694
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               773931                 2144
22431b44, ddbce4bb, d0bc5ea1, 2f43a15e, 0, 1, f2ff79e5, 0d00861a, 0, 1,               777273                 3342
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               779424                 2151
f0b208e1, 0f4df71e, 7d2a45fa, 82d5ba05, 1, 0, 6ddc4edc, 9223b123, 1, 0,               781463                 2039
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               783618                 2155
d0b3e8a1, 2f4c175e, 41a10583, be5efa7c, 0, 1, 1254ee24, edab11db, 1, 0,               785743                 2125
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               787868                 2125
29be5753, d641a8ac, b9461472, 46b9eb8d, 0, 1, e3046bc5, 1cfb943a, 0, 1,               790536                 2668
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               792657                 2121
6d2585da, 92da7a25, b455f268, 4baa0d97, 1, 0, 217b7843, de8487bc, 1, 0,               795122                 2465
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               797258                 2136
d1914aa3, 2e6eb55c, 43460d86, bcb9f279, 0, 1, 14d75829, eb28a7d6, 1, 0,               799516                 2258
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               801648                 2132
7b0733f6, 84f8cc09, 1c719738, e38e68c7, 0, 1, 9778cb2e, 688734d1, 0, 1,               803889                 2241
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               806008                 2119
12317324, edce8cdb, 94097628, 6bf689d7, 0, 1, a63ae94c, 59c516b3, 0, 1,               808179                 2171
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               810317                 2138
8447be08, 7bb841f7, e2bf1ac5, 1d40e53a, 0, 1, 6706d8cd, 98f92732, 1, 0,               812960                 2643
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               815094                 2134
4fe4759f, b01b8a60, 3a625f74, c59da08b, 1, 0, 8a46d514, 75b92aeb, 0, 1,               817336                 2242
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               819490                 2154
07cb690f, f83496f0, d86a6ab0, 2795954f, 0, 1, e035d3bf, 1fca2c40, 0, 1,               822355                 2865
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               824488                 2133
f9f37cf3, 060c830c, 1521932a, eade6cd5, 0, 1, 0f15101d, f0eaefe2, 1, 0,               827381                 2893
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               829514                 2133
ff8cb6ff, 00734900, 0aec3515, f513caea, 1, 0, 0a78ec15, f58713ea, 1, 0,               832214                 2700
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               834348                 2134
7e5e87fc, 81a17803, 0be29d17, f41d62e8, 1, 0, 8a412514, 75bedaeb, 0, 1,               836789                 2441
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               838949                 2160
83205c06, 7cdfa3f9, 64b5e3c9, 9b4a1c36, 0, 1, e7d63fcf, 1829c030, 0, 1,               842328                 3379
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               844462                 2134
ffd6d2ff, 00292d00, 1297cb25, ed6834da, 1, 0, 126e9e25, ed9161da, 1, 0,               846713                 2251
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               848859                 2146
98141630, 67ebe9cf, c69da28d, 39625d72, 0, 1, 5eb1b8bd, a14e4742, 1, 0,               851287                 2428
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               853434                 2147
e31838c6, 1ce7c739, 03d62707, fc29d8f8, 0, 1, e6ee5fcd, 1911a032, 0, 1,               856550                 3116
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               858669                 2119
4c609598, b39f6a67, 060a5d0c, f9f5a2f3, 1, 0, 526af2a5, ad950d5a, 0, 1,               860641                 1972
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               862782                 2141
a4799048, 5b866fb7, 9de17c3b, 621e83c4, 0, 1, 425b0c83, bda4f37c, 1, 0,               865046                 2264
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               867192                 2146
6fe64ddf, 9019b220, fbdfc2f7, 04203d08, 0, 1, 6bc610d6, 9439ef29, 1, 0,               869650                 2458
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               871824                 2174
984c0830, 67b3f7cf, ae78585c, 5187a7a3, 1, 0, 46c4608d, b93b9f72, 1, 0,               873886                 2062
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               876024                 2138
d8ad60b1, 27529f4e, 902a3a20, 6fd5c5df, 0, 1, 68d79ad1, 9728652e, 1, 0,               878189                 2165
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               880327                 2138
b0619060, 4f9e6f9f, 39600972, c69ff68d, 0, 1, e9c199d2, 163e662d, 0, 1,               882311                 1984
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               884461                 2150
c2608284, 3d9f7d7b, 6e8af5dd, 91750a22, 1, 0, 30eb7862, cf14879d, 1, 0,               886722                 2261
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               888859                 2137
0ed2331d, f12dcce2, 25b0994b, da4f66b4, 1, 0, 3482cc69, cb7d3396, 0, 1,               890907                 2048
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               893040                 2133
bc3acc78, 43c53387, cf63da9e, 309c2561, 1, 0, 8b9ea717, 746158e8, 1, 0,               895279                 2239
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               897410                 2131
81d87203, 7e278dfc, bde0d27b, 421f2d84, 1, 0, 3fb9447f, c046bb80, 1, 0,               899908                 2498
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               902054                 2146
6960a5d2, 969f5a2d, 81c39a03, 7e3c65fc, 1, 0, eb243fd6, 14dbc029, 0, 1,               905381                 3327
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               907522                 2141
ee5cb2dc, 11a34d23, 0e92431d, f16dbce2, 1, 0, fceef5fa, 03110a05, 0, 1,               909905                 2383
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               912023                 2118
465ba38c, b9a45c73, 22119f44, ddee60bb, 1, 0, 686d42d1, 9792bd2e, 0, 1,               914479                 2456
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               916618                 2139
9e87903d, 61786fc2, f01d34e0, 0fe2cb1f, 1, 0, 8ea4c51e, 715b3ae1, 1, 0,               918770                 2152
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               920900                 2130
633161c6, 9cce9e39, 297a1552, d685eaad, 0, 1, 8cab7718, 735488e7, 0, 1,               923090                 2190
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               925214                 2124
4f73459e, b08cba61, 46dcb78d, b9234872, 0, 1, 964ffd2b, 69b002d4, 0, 1,               928553                 3339
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               930686                 2133
bc4d6e78, 43b29187, 4219e784, bde6187b, 0, 1, fe6755fc, 0198aa03, 0, 1,               933806                 3120
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               935921                 2115
24d40549, db2bfab6, c63a928c, 39c56d73, 0, 1, eb0e97d5, 14f1682a, 0, 1,               938588                 2667
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               940737                 2149
4536218a, bac9de75, 0beac117, f4153ee8, 0, 1, 5120e2a1, aedf1d5e, 0, 1,               943005                 2268
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               945152                 2147
4b2f6396, b4d09c69, 427b5784, bd84a87b, 0, 1, 8daabb1a, 725544e5, 0, 1,               947101                 1949
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               949216                 2115
fec47cfd, 013b8302, 3e6f0f7c, c190f083, 0, 1, 3d338c79, c2cc7386, 1, 0,               951492                 2276
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               953647                 2155
78faadf1, 8705520e, 5d4a4dba, a2b5b245, 1, 0, d644fbac, 29bb0453, 0, 1,               955805                 2158
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               957955                 2150
4757138e, b8a8ec71, d31dfea6, 2ce20159, 1, 0, 1a751235, e58aedca, 1, 0,               960168                 2213
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               962323                 2155
9cb84c39, 6347b3c6, 19058332, e6fa7ccd, 0, 1, b5bdcf6b, 4a423094, 0, 1,               964741                 2418
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               966872                 2131
2637db4c, d9c824b3, a48f7c49, 5b7083b6, 0, 1, cac75795, 3538a86a, 0, 1,               969104                 2232
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               971243                 2139
49ec2793, b613d86c, 9ec9c03d, 61363fc2, 1, 0, e8b5e7d1, 174a182e, 0, 1,               973708                 2465
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               975846                 2138
542d1fa8, abd2e057, ae68305c, 5197cfa3, 1, 0, 02955005, fd6aaffa, 1, 0,               979236                 3390
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               981384                 2148
d07efaa0, 2f81055f, 433e9786, bcc16879, 1, 0, 13bd9227, ec426dd8, 1, 0,               983459                 2075
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               985625                 2166
61ed53c3, 9e12ac3c, da058ab4, 25fa754b, 0, 1, 3bf2de77, c40d2188, 1, 0,               988204                 2579
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               990330                 2126
c9e8ca93, 3617356c, 9622502c, 69ddafd3, 0, 1, 600b1abf, 9ff4e540, 1, 0,               993449                 3119
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               995593                 2144
49edf793, b612086c, 03e9b707, fc1648f8, 0, 1, 4dd7ae9a, b2285165, 0, 1,               997469                 1876
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               999616                 2147
